Date,Open,High,Low,Close,Volume,Adj Close
2017-04-04,135.929993,136.550003,135.350006,135.869995,25022600,135.869995
2017-04-03,137.970001,138.100006,135.600006,136.029999,38834900,136.029999
2017-03-31,137.419998,138.169998,136.940002,137.479996,29434300,137.479996
2017-03-30,136.320007,137.380005,136.259995,137.259995,25792900,137.259995
2017-03-29,135.699997,136.490005,135.300003,136.229996,22119500,136.229996
2017-03-28,134.279999,135.899994,134.139999,135.789993,26891900,135.789993
2017-03-27,132.759995,135.070007,132.399994,134.740005,35596700,134.740005
2017-03-24,134.949997,135.470001,133.860001,134.490005,33514400,134.490005
2017-03-23,134.00,135.699997,133.639999,134.779999,37764600,134.393
2017-03-22,133.710007,134.309998,132.779999,134.00,46332600,133.615241
2017-03-21,138.509995,138.600006,133.919998,133.970001,61869000,133.585329
2017-03-20,138.279999,138.520004,137.369995,137.860001,19091200,137.464158
2017-03-17,138.139999,138.729996,137.309998,138.460007,33324600,138.062442
2017-03-16,138.220001,138.509995,137.559998,137.910004,25306600,137.514018
2017-03-15,136.289993,138.020004,135.970001,137.729996,31230400,137.334527
2017-03-14,135.75,135.830002,134.559998,135.630005,30037800,135.240566
2017-03-13,135.649994,136.789993,135.649994,136.279999,21295000,135.888693
2017-03-10,136.289993,136.309998,134.839996,135.960007,39516600,135.56962
2017-03-09,135.830002,136.490005,134.889999,135.360001,35223800,134.971337
2017-03-08,137.279999,137.619995,135.779999,135.899994,34115100,135.50978
2017-03-07,137.399994,137.740005,136.610001,136.800003,29711300,136.407204
2017-03-06,137.779999,137.970001,136.990005,137.699997,23892100,137.304614
2017-03-03,138.800003,139.419998,137.880005,138.649994,30989800,138.251883
2017-03-02,140.330002,140.360001,138.639999,138.75,25937000,138.351602
2017-03-01,139.649994,140.860001,139.520004,140.360001,35719800,139.95698
2017-02-28,139.380005,139.479996,137.759995,137.839996,40184100,137.444212
2017-02-27,138.339996,140.00,138.210007,140.00,28269000,139.598013
2017-02-24,137.460007,138.649994,137.300003,138.649994,24512300,138.251883
2017-02-23,139.960007,140.009995,137.690002,138.75,24596200,138.351602
2017-02-22,140.00,140.020004,139.25,139.580002,14890800,139.179221
2017-02-21,139.380005,140.320007,139.380005,140.199997,21353500,139.797436
2017-02-17,138.449997,139.160004,138.25,139.110001,26703200,138.710569
2017-02-16,139.460007,139.839996,138.210007,139.199997,24613600,138.800307
2017-02-15,138.190002,139.770004,138.070007,139.589996,20253500,139.189187
2017-02-14,137.940002,138.949997,137.610001,138.759995,27145000,138.361568
2017-02-13,138.770004,139.210007,138.089996,138.300003,23245100,137.902897
2017-02-10,137.789993,138.369995,137.199997,137.940002,27287600,137.543931
2017-02-09,135.00,137.25,135.00,136.899994,28267600,136.506908
2017-02-08,135.240005,135.240005,133.889999,135.00,32956900,134.61237
2017-02-07,135.820007,136.470001,134.770004,135.240005,30342200,134.851686
2017-02-06,136.399994,136.779999,135.429993,135.839996,23691500,135.449954
2017-02-03,135.990005,136.979996,135.509995,136.869995,24534100,136.476996
2017-02-02,135.300003,135.669998,134.490005,134.809998,19935700,134.422913
2017-02-01,136.220001,136.869995,134.699997,135.149994,30010500,134.761933
2017-01-31,133.869995,135.559998,133.479996,135.229996,32945000,134.841705
2017-01-30,135.229996,135.240005,133.240005,134.289993,40464400,133.904402
2017-01-27,136.770004,137.039993,135.649994,136.190002,19467800,135.798955
2017-01-26,137.339996,137.50,136.419998,136.660004,22255600,136.267607
2017-01-25,137.059998,137.550003,136.949997,137.210007,29127300,136.816031
2017-01-24,134.339996,136.279999,134.220001,135.929993,34313800,135.539692
2017-01-23,134.029999,134.679993,133.119995,133.880005,20537000,133.495591
2017-01-20,133.75,134.880005,133.75,134.440002,29286100,134.05398
2017-01-19,135.139999,135.440002,133.169998,133.75,34105900,133.365959
2017-01-18,134.759995,134.940002,133.949997,134.850006,21289700,134.462807
2017-01-17,135.600006,135.690002,134.130005,134.410004,28197800,134.024068
2017-01-13,135.649994,136.970001,135.649994,136.259995,27784500,135.868746
2017-01-12,136.160004,136.220001,133.589996,135.279999,41844200,134.891565
2017-01-11,136.229996,136.789993,135.419998,136.330002,27428800,135.938553
2017-01-10,135.00,136.380005,134.759995,136.089996,21684900,135.699236
2017-01-09,135.539993,135.720001,134.50,134.800003,22572800,134.412947
2017-01-06,136.410004,136.710007,135.679993,135.690002,23436000,135.300391
2017-01-05,137.490005,137.759995,135.509995,136.190002,30286900,135.798955
2017-01-04,136.050003,137.960007,136.009995,137.779999,34499400,137.384386
2017-01-03,136.490005,136.830002,134.50,135.520004,29792400,135.130881
2016-12-30,135.600006,135.630005,134.399994,134.850006,28399300,134.462807
2016-12-29,135.289993,136.259995,134.690002,135.369995,21312900,134.981303
2016-12-28,136.889999,136.979996,134.830002,135.25,22712400,134.861652
2016-12-27,136.229996,137.300003,136.210007,136.649994,13571700,136.257626
2016-12-23,135.460007,136.119995,135.270004,136.039993,17081400,135.649377
2016-12-22,136.559998,136.75,134.809998,135.320007,34737900,134.931458
2016-12-21,137.850006,138.149994,137.009995,137.059998,23215900,136.105067
2016-12-20,137.279999,138.210007,136.990005,137.960007,31753600,136.998805
2016-12-19,136.039993,137.190002,135.910004,136.800003,33393900,135.846884
2016-12-16,136.350006,137.529999,135.630005,135.910004,39348200,134.963085
2016-12-15,135.369995,137.139999,134.960007,136.160004,41352500,135.211343
2016-12-14,136.419998,137.350006,134.809998,135.149994,45923700,134.208371
2016-12-13,137.529999,138.050003,136.240005,136.860001,32624600,135.906463
2016-12-12,137.949997,138.570007,136.509995,136.850006,34592900,135.896538
2016-12-09,138.399994,138.820007,137.75,138.309998,34313500,137.346358
2016-12-08,136.25,138.210007,135.800003,138.039993,49048900,137.078235
2016-12-07,134.589996,136.179993,134.179993,135.899994,31825800,134.953145
2016-12-06,133.520004,134.910004,132.740005,134.589996,27820000,133.652275
2016-12-05,131.970001,133.330002,131.889999,133.149994,27547100,132.222305
2016-12-02,130.940002,131.470001,130.520004,130.899994,24054100,129.987981
2016-12-01,132.25,132.550003,130.289993,130.970001,39815900,130.057501
2016-11-30,132.919998,133.089996,131.50,131.610001,32491200,130.693041
2016-11-29,132.509995,133.089996,132.100006,132.259995,27993700,131.338507
2016-11-28,133.970001,134.00,132.149994,132.330002,32505700,131.408026
2016-11-25,133.729996,134.100006,133.539993,134.070007,13373400,133.135909
2016-11-23,132.479996,133.649994,132.100006,133.630005,37939200,132.698972
2016-11-22,132.119995,132.899994,131.669998,132.800003,39681500,131.874753
2016-11-21,131.309998,132.00,130.610001,131.600006,32293100,130.683116
2016-11-18,130.690002,131.089996,130.300003,130.990005,41380600,130.077366
2016-11-17,129.949997,130.830002,129.75,130.300003,42576900,129.392171
2016-11-16,129.25,130.00,129.029999,129.539993,42325500,128.637456
2016-11-15,128.850006,129.889999,128.300003,129.550003,38704500,128.647396
2016-11-14,128.949997,130.259995,128.389999,129.149994,83119400,128.250174
2016-11-11,125.029999,127.720001,124.550003,127.360001,95612800,126.472652
2016-11-10,124.260002,125.400002,122.620003,124.50,83440700,123.632578
2016-11-09,118.080002,122.830002,118.050003,122.540001,77416800,121.686235
2016-11-08,118.300003,119.459999,117.709999,118.879997,26196800,118.051731
2016-11-07,118.00,118.82,117.709999,118.57,32370900,117.743893
2016-11-04,115.300003,116.900002,115.050003,115.739998,35237200,114.933609
2016-11-03,115.910004,116.239998,114.879997,115.00,22717500,114.198767
2016-11-02,116.870003,117.00,115.389999,115.559998,29859900,114.754863
2016-11-01,118.660004,118.699997,116.279999,117.050003,34147200,116.234487
2016-10-31,118.18,118.639999,117.800003,118.50,20311800,117.674381
2016-10-28,118.309998,119.029999,117.75,118.029999,35473700,117.207655
2016-10-27,120.120003,120.139999,118.089996,118.360001,29525700,117.535357
2016-10-26,120.110001,121.00,119.459999,119.730003,24975300,118.895815
2016-10-25,121.809998,121.989998,120.599998,120.93,16459800,120.087451
2016-10-24,122.040001,122.610001,121.449997,121.839996,15421600,120.991107
2016-10-21,120.260002,121.370003,120.099998,121.07,21093700,120.226475
2016-10-20,121.139999,122.00,120.410004,121.129997,20485600,120.286055
2016-10-19,121.169998,121.949997,120.50,121.489998,18477400,120.643547
2016-10-18,121.519997,121.580002,120.660004,120.980003,19158900,120.137106
2016-10-17,120.580002,120.849998,120.160004,120.290001,17119500,119.451911
2016-10-14,121.360001,121.839996,120.400002,120.43,24554600,119.590935
2016-10-13,120.989998,121.410004,120.110001,120.919998,26302500,120.077519
2016-10-12,122.089996,122.610001,121.529999,121.93,20210400,121.080484
2016-10-11,124.050003,124.110001,121.339996,122.029999,31931300,121.179786
2016-10-10,122.830002,124.739998,122.830002,124.300003,21481700,123.433974
2016-10-07,124.040001,124.32,122.230003,122.830002,28732700,121.974215
2016-10-06,123.75,124.019997,122.82,123.82,18937100,122.957315
2016-10-05,123.690002,124.68,123.650002,123.949997,24317300,123.086407
2016-10-04,124.019997,124.309998,122.650002,123.209999,26057300,122.351565
2016-10-03,123.830002,124.099998,123.129997,123.82,18674300,122.957315
2016-09-30,123.419998,124.779999,122.860001,124.209999,31764500,123.344597
2016-09-29,124.620003,124.639999,122.699997,122.860001,26657700,122.004005
2016-09-28,123.949997,124.760002,123.07,124.68,19426400,123.811324
2016-09-27,123.169998,123.879997,122.809998,123.730003,16939500,122.867946
2016-09-26,123.800003,124.169998,123.099998,123.230003,20028000,122.37143
2016-09-23,125.559998,125.879997,124.809998,124.809998,26118000,123.598812
2016-09-22,124.730003,125.800003,124.660004,125.699997,36287700,124.480175
2016-09-21,122.580002,123.970001,122.099998,123.919998,30784700,122.71745
2016-09-20,123.199997,123.230003,122.150002,122.150002,16877900,120.96463
2016-09-19,122.32,123.550003,121.989998,122.669998,22807000,121.47958
2016-09-16,122.040001,122.040001,121.099998,121.860001,31940500,120.677443
2016-09-15,120.68,122.190002,120.510002,122.040001,29499800,120.855696
2016-09-14,120.769997,121.470001,120.290001,120.599998,30545500,119.429668
2016-09-13,122.059998,122.160004,119.879997,120.580002,47536200,119.409865
2016-09-12,120.690002,122.970001,120.580002,122.940002,33408100,121.746964
2016-09-09,124.18,124.209999,121.209999,121.25,54239000,120.073362
